Code matériel ;N° de série ;Catégorie ;Modèle ;Marque ;Statut ;Fin de garantie ;Localisation (dernier niveau) ;Entité (dernier niveau) ;Date inventaire ;Date d'installation ;Localisation (complet) ;Entité (complet) 
107083;107083;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107186;107186;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107196;107196;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107197;107197;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107202;107202;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107207;107207;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107208;107208;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107209;107209;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107210;107210;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107212;107212;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107213;107213;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107215;107215;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107216;107216;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107217;107217;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107220;107220;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107221;107221;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107222;107222;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107225;107225;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107226;107226;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107230;107230;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107231;107231;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107232;107232;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107236;107236;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107237;107237;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107238;107238;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107241;107241;Scanner Cheque ;LS 515 SE ;CTS ;Prêté ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107243;107243;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107248;107248;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107253;107253;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107254;107254;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107257;107257;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107258;107258;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107259;107259;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107727;107727;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
107728;107728;Scanner Cheque ;LS 515 SE ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
108583;108583;Scanner Cheque ;LS515USB ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
108586;108586;Scanner Cheque ;LS515USB ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
108588;108588;Scanner Cheque ;LS515USB ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
108589;108589;Scanner Cheque ;LS515USB ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
108591;108591;Scanner Cheque ;LS515USB ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
108599;108599;Scanner Cheque ;LS515USB ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
108600;108600;Scanner Cheque ;LS515USB ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
108601;108601;Scanner Cheque ;LS515USB ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
164210;164210;Ecran ;"21.5 LED """;ACER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200001;YKRG024111 ;Ordinateurs de bureau ;ESPRIMO P3520 ;SIEMENS ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
200009;PSVAPE10061210AE6B9200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;08/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200015;1210AED09200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
200018;1210AE149200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;ETAGE 4 ;D.C.QUALITE ;;;A.T.B/LOC2(SNDP)/ETAGE 4 ;DIR/D.C.QUALITE 
200020;800251Y ;Imprimante Laser ;ML-3561ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200021;YKRG024074 ;Ordinateurs de bureau ;ESPRIMO P3520 ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200035;1210AE249200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;ETAGE 6 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 6 ;DIR/D.C.OPERATIONS 
200040;1210ADF79200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;ETAGE 5 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 5 ;DIR/D.C.OPERATIONS 
200042;1210ADEC9200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
200050;Z5R9BADB800126K ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;A.BEJA ;AG_BEJA ;;;A.T.B/*BEJA/A.BEJA ;AG/Z.BEJA/AG_BEJA 
200055;YKDU044204 ;Ordinateurs de bureau ;ESPRIMO P3510 ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200056;LMWA9HM ;Ordinateurs de bureau ;A50 ;IBM ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200057;1210AEFD9200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
200073;FOC1709Z4U7 ;Switch ;2960S-24PS-L ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200083;RHS-S81-02465 ;Imprimante de Validation ;SP 40+ ;COMPUPRINT ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200098;YLCN036340 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 4 ;D.C.QUALITE ;;;A.T.B/LOC2(SNDP)/ETAGE 4 ;DIR/D.C.QUALITE 
200105;5004033852;Imprimante de Validation ;HPR915 ;NEXDORF ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200117;1118199;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200118;1118381;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200119;2006;Scanner Cheque ;LS510 ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200120;104170;Scanner Cheque ;LS515 ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200123;800023K ;Imprimante Laser ;ML-3561ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200131;800336R ;Imprimante Laser ;ML-4050N ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200132;YBPB030190 ;Ordinateurs de bureau ;SCENIC P ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200133;CV414717 ;Scanner Document ;DR 2080 ;CANON ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200135;YK3N056201 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200136;YV1F218935 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 5 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 5 ;DIR/D.C.OPERATIONS 
200141;YENA505383 ;Ecran ;"20 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200142;YBBG123306 ;Ordinateurs de bureau ;ESPRIMO P ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200143;1028422;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200144;YENA505369 ;Ecran ;"20 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200146;1240778;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200147;1028477;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200148;YENA505361 ;Ecran ;"20 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200149;YBTM436761 ;Ordinateurs de bureau ;SCENIC T ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200150;1210D55F852A ;Ecran ;"21 """;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
200151;YLCN036326 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
200152;DG475782 ;Scanner Document ;DR 2580C ;CANON ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
200153;YV5J212701 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
200155;838523667;DAB ;DAB INTERNE ;NCR ;En service ;;*HOT.ULISSE PALACE JERBA ;AG_JERBA ;;;A.T.B/*SUD/*HOT.ULISSE PALACE JERBA ;AG/Z.SUD/AG_JERBA 
200159;13-40683051 ;DAB ;DAB EXTERNE ;NCR ;En service ;;*HOT.EL JAZIRA JERBA ;AG_JERBA ;;;A.T.B/*SUD/*HOT.EL JAZIRA JERBA ;AG/Z.SUD/AG_JERBA 
200164;13-41353361 ;DAB ;DAB INTERNE ;NCR ;En service ;;*HOT.SUN CLUB ;AG_JERBA ;;;A.T.B/*SUD/*HOT.SUN CLUB ;AG/Z.SUD/AG_JERBA 
200166;1342888553;DAB ;DAB INTERNE ;NCR ;En service ;;*HOT.HAROUN JERBA ;AG_JERBA ;;;A.T.B/*SUD/*HOT.HAROUN JERBA ;AG/Z.SUD/AG_JERBA 
200168;08-38523668 ;DAB ;DAB INTERNE ;NCR ;En service ;;*HOT.CARIBBEAN ;AG_JERBA ;;;A.T.B/*SUD/*HOT.CARIBBEAN ;AG/Z.SUD/AG_JERBA 
200175;YBPB030239 ;Ordinateurs de bureau ;SCENIC P ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200176;1240196;Ordinateurs de bureau ;ESPRIMO P2560 ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200177;FHK112417XY ;Routeur ;805;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200183;FOC0726Z2FC ;Switch ;2950;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200190;I36K232435 ;Imprimante Ligne ;6306;TALLY ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200202;08-38523666 ;DAB ;DAB INTERNE ;NCR ;En service ;;*HOT.LES DUNES JERBA ;AG_JERBA ;;;A.T.B/*SUD/*HOT.LES DUNES JERBA ;AG/Z.SUD/AG_JERBA 
200204;5300089537;DAB ;P2050 ;WINCOR NIXDORF ;En service ;;*HOT.FIESTA BEACH JERBA ;AG_JERBA ;;;A.T.B/*SUD/*HOT.FIESTA BEACH JERBA ;AG/Z.SUD/AG_JERBA 
200206;08-38523665 ;DAB ;DAB INTERNE ;NCR ;En service ;;*HOT.ISIS JERBA ;AG_JERBA ;;;A.T.B/*SUD/*HOT.ISIS JERBA ;AG/Z.SUD/AG_JERBA 
200211;1342888558;DAB ;DAB EXTERNE ;NCR ;En service ;;*HOT.KSAR JERBA ;AG_JERBA ;;;A.T.B/*SUD/*HOT.KSAR JERBA ;AG/Z.SUD/AG_JERBA 
200214;FHK112417X6 ;Routeur ;805;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200218;SKDXB172 ;Ordinateurs de bureau ;A50 ;IBM ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200220;YEKU051918 ;Ecran ;"15 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200222;5300027057;DAB ;P2050 ;WINCOR NIXDORF ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200223;FAB0322U0RB ;Switch ;1900;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200253;YLCN152300 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 2 ;D.C.CONT FIN ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.CONT FIN 
200297;FTX1406A0E0 ;Routeur ;C2811 ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200302;H36G224078 ;Imprimante Ligne ;6306;TALLY ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200303;107773;Scanner Cheque ;LS515 ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200304;YK3N056140 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200305;YENA506072 ;Ecran ;"20 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200306;YK3N056199 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200307;YENA505315 ;Ecran ;"20 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200308;YK3N056107 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200309;103008;Scanner Cheque ;LS515 ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200310;5300089227;DAB ;P2050 ;WINCOR NIXDORF ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200311;YENA505432 ;Ecran ;"20 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200312;YK3N056184 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200313;24P4178 ;Ecran ;"15 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200314;YBTM791638 ;Ordinateurs de bureau ;SCENIC T ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200315;4252442;Imprimante de Validation ;PR2E ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200316;YENA505371 ;Ecran ;"20 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200317;YK3N056115 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200318;YENA505413 ;Ecran ;"20 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200319;4160854;Imprimante de Validation ;PR2E ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200320;YK3N056120 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200321;200321;Armoire ;22 U ;IBM ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200322;1C0H25020 ;Onduleur ;- ;MGE ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
200323;FCZ113074VT ;Routeur ;2811;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
